50, 50, 50, 39131512, 36532643, 40000227, 274038, 10, 10, 20
50, 50, 50, 47393469, 44599091, 48000389, 303419, 12, 12, 24
50, 50, 50, 36938008, 28560860, 38000345, 359430, 8, 11, 19
